ccode1,ccode2,year
770,2,2001
770,200,2001
770,220,2001
770,255,2001
770,365,2001
770,630,2001
770,700,2001
770,710,2001
770,740,2001
770,750,2001
771,2,2001
771,200,2001
771,220,2001
771,255,2001
771,365,2001
771,710,2001
771,740,2001
771,750,2001
771,775,2001
775,2,2001
775,200,2001
775,220,2001
775,255,2001
775,365,2001
775,710,2001
775,740,2001
775,750,2001
775,771,2001
775,800,2001
775,812,2001
780,2,2001
780,200,2001
780,220,2001
780,255,2001
780,365,2001
780,710,2001
780,740,2001
781,2,2001
781,200,2001
781,220,2001
781,255,2001
781,365,2001
781,710,2001
781,740,2001
790,2,2001
790,200,2001
790,220,2001
790,255,2001
790,365,2001
790,710,2001
790,740,2001
790,750,2001
800,2,2001
800,200,2001
800,220,2001
800,255,2001
800,365,2001
800,710,2001
800,740,2001
800,775,2001
800,811,2001
800,812,2001
800,820,2001
811,2,2001
811,200,2001
811,220,2001
811,255,2001
811,365,2001
811,710,2001
811,740,2001
811,800,2001
811,812,2001
811,816,2001
812,2,2001
812,200,2001
812,220,2001
812,255,2001
812,365,2001
812,710,2001
812,740,2001
812,775,2001
812,800,2001
812,811,2001
812,816,2001
816,2,2001
816,200,2001
816,220,2001
816,255,2001
816,365,2001
816,710,2001
816,740,2001
816,811,2001
816,812,2001
820,2,2001
820,200,2001
820,220,2001
820,255,2001
820,365,2001
820,710,2001
820,740,2001
820,800,2001
820,830,2001
820,835,2001
820,850,2001
830,2,2001
830,200,2001
830,220,2001
830,255,2001
830,365,2001
830,710,2001
830,740,2001
830,820,2001
835,2,2001
835,200,2001
835,220,2001
835,255,2001
835,365,2001
835,710,2001
835,740,2001
835,820,2001
840,2,2001
840,200,2001
840,220,2001
840,255,2001
840,365,2001
840,710,2001
840,740,2001
850,2,2001
850,200,2001
850,220,2001
850,255,2001
850,365,2001
850,710,2001
850,740,2001
850,820,2001
850,910,2001
900,2,2001
900,200,2001
900,220,2001
900,255,2001
900,365,2001
900,710,2001
900,740,2001
910,2,2001
910,200,2001
910,220,2001
910,255,2001
910,365,2001
910,710,2001
910,740,2001
910,850,2001
920,2,2001
920,200,2001
920,220,2001
920,255,2001
920,365,2001
920,710,2001
920,740,2001
935,2,2001
935,200,2001
935,220,2001
935,255,2001
935,365,2001
935,710,2001
935,740,2001
940,2,2001
940,200,2001
940,220,2001
940,255,2001
940,365,2001
940,710,2001
940,740,2001
946,2,2001
946,200,2001
946,220,2001
946,255,2001
946,365,2001
946,710,2001
946,740,2001
947,2,2001
947,200,2001
947,220,2001
947,255,2001
947,365,2001
947,710,2001
947,740,2001
950,2,2001
950,200,2001
950,220,2001
950,255,2001
950,365,2001
950,710,2001
950,740,2001
955,2,2001
955,200,2001
955,220,2001
955,255,2001
955,365,2001
955,710,2001
955,740,2001
970,2,2001
970,200,2001
970,220,2001
970,255,2001
970,365,2001
970,710,2001
970,740,2001
983,2,2001
983,200,2001
983,220,2001
983,255,2001
983,365,2001
983,710,2001
983,740,2001
986,2,2001
986,200,2001
986,220,2001
986,255,2001
986,365,2001
986,710,2001
986,740,2001
987,2,2001
987,200,2001
987,220,2001
987,255,2001
987,365,2001
987,710,2001
987,740,2001
990,2,2001
990,200,2001
990,220,2001
990,255,2001
990,365,2001
990,710,2001
990,740,2001
2,20,2002
2,31,2002
2,40,2002
2,41,2002
2,42,2002
2,51,2002
2,52,2002
2,53,2002
2,54,2002
2,55,2002
2,56,2002
2,57,2002
2,58,2002
2,60,2002
2,70,2002
2,80,2002
2,90,2002
2,91,2002
2,92,2002
2,93,2002
2,94,2002
2,95,2002
2,100,2002
2,101,2002
2,110,2002
2,115,2002
2,130,2002
2,135,2002
2,140,2002
2,145,2002
2,150,2002
2,155,2002
2,160,2002
2,165,2002
2,200,2002
2,205,2002
2,210,2002
2,211,2002
2,212,2002
2,220,2002
2,221,2002
2,223,2002
2,225,2002
2,230,2002
2,232,2002
2,235,2002
2,255,2002
2,290,2002
2,305,2002
2,310,2002
2,316,2002
2,317,2002
2,325,2002
2,331,2002
2,338,2002
2,339,2002
2,343,2002
2,344,2002
2,345,2002
2,346,2002
2,349,2002
2,350,2002
2,352,2002
2,355,2002
2,359,2002
2,360,2002
2,365,2002
2,366,2002
2,367,2002
2,368,2002
2,369,2002
2,370,2002
2,371,2002
2,372,2002
2,373,2002
2,375,2002
2,380,2002
2,385,2002
2,390,2002
2,395,2002
2,402,2002
2,403,2002
2,404,2002
2,411,2002
2,420,2002
2,432,2002
2,433,2002
2,434,2002
2,435,2002
2,436,2002
2,437,2002
2,438,2002
2,439,2002
2,450,2002
2,451,2002
2,452,2002
2,461,2002
2,471,2002
2,475,2002
2,481,2002
2,482,2002
2,483,2002
2,484,2002
2,490,2002
2,500,2002
2,501,2002
2,510,2002
2,516,2002
2,517,2002
2,520,2002
2,522,2002
2,530,2002
2,531,2002
2,540,2002
2,541,2002
2,551,2002
2,552,2002
2,553,2002
2,560,2002
2,565,2002
2,570,2002
2,571,2002
2,572,2002
2,580,2002
2,581,2002
2,590,2002
2,591,2002
2,600,2002
2,615,2002
2,616,2002
2,620,2002
2,625,2002
2,630,2002
2,640,2002
2,645,2002
2,651,2002
2,652,2002
2,660,2002
2,663,2002
2,666,2002
2,670,2002
2,679,2002
2,690,2002
2,692,2002
2,694,2002
2,696,2002
2,698,2002
2,700,2002
2,701,2002
2,702,2002
2,703,2002
2,704,2002
2,705,2002
2,710,2002
2,712,2002
2,713,2002
2,731,2002
2,732,2002
2,740,2002
2,750,2002
2,760,2002
2,770,2002
2,771,2002
2,775,2002
2,780,2002
2,781,2002
2,790,2002
2,800,2002
2,811,2002
2,812,2002
2,816,2002
2,820,2002
2,830,2002
2,835,2002
2,840,2002
2,850,2002
2,860,2002
2,900,2002
2,910,2002
2,920,2002
2,935,2002
2,940,2002
2,946,2002
2,947,2002
2,950,2002
2,955,2002
2,970,2002
2,983,2002
2,986,2002
2,987,2002
2,990,2002
20,2,2002
20,200,2002
20,220,2002
20,255,2002
20,365,2002
20,710,2002
20,740,2002
31,2,2002
31,200,2002
31,220,2002
31,255,2002
31,365,2002
31,710,2002
31,740,2002
40,2,2002
40,200,2002
40,220,2002
40,255,2002
40,365,2002
40,710,2002
40,740,2002
41,2,2002
41,42,2002
41,200,2002
41,220,2002
41,255,2002
41,365,2002
41,710,2002
41,740,2002
42,2,2002
42,41,2002
42,200,2002
42,220,2002
42,255,2002
42,365,2002
42,710,2002
42,740,2002
51,2,2002
51,200,2002
51,220,2002
51,255,2002
51,365,2002
51,710,2002
51,740,2002
52,2,2002
52,200,2002
52,220,2002
52,255,2002
52,365,2002
52,710,2002
52,740,2002
53,2,2002
53,200,2002
53,220,2002
53,255,2002
53,365,2002
53,710,2002
53,740,2002
54,2,2002
54,200,2002
54,220,2002
54,255,2002
54,365,2002
54,710,2002
54,740,2002
55,2,2002
55,200,2002
55,220,2002
55,255,2002
55,365,2002
55,710,2002
55,740,2002
56,2,2002
56,200,2002
56,220,2002
56,255,2002
56,365,2002
56,710,2002
56,740,2002
57,2,2002
57,200,2002
57,220,2002
57,255,2002
57,365,2002
57,710,2002
57,740,2002
58,2,2002
58,200,2002
58,220,2002
58,255,2002
58,365,2002
58,710,2002
58,740,2002
60,2,2002
60,200,2002
60,220,2002
60,255,2002
60,365,2002
60,710,2002
60,740,2002
70,2,2002
70,80,2002
70,90,2002
70,200,2002
70,220,2002
70,255,2002
70,365,2002
70,710,2002
70,740,2002
80,2,2002
80,70,2002
80,90,2002
80,200,2002
80,220,2002
80,255,2002
80,365,2002
80,710,2002
80,740,2002
90,2,2002
90,70,2002
90,80,2002
90,91,2002
90,92,2002
90,200,2002
90,220,2002
90,255,2002
90,365,2002
90,710,2002
90,740,2002
91,2,2002
91,90,2002
91,92,2002
91,93,2002
91,200,2002
91,220,2002
91,255,2002
91,365,2002
91,710,2002
91,740,2002
92,2,2002
92,90,2002
92,91,2002
92,200,2002
92,220,2002
92,255,2002
92,365,2002
92,710,2002
92,740,2002
93,2,2002
93,91,2002
93,94,2002
93,200,2002
93,220,2002
93,255,2002
93,365,2002
93,710,2002
93,740,2002
94,2,2002
94,93,2002
94,95,2002
94,200,2002
94,220,2002
94,255,2002
94,365,2002
94,710,2002
94,740,2002
95,2,2002
95,94,2002
95,100,2002
95,200,2002
95,220,2002
95,255,2002
95,365,2002
95,710,2002
95,740,2002
100,2,2002
100,95,2002
100,101,2002
100,130,2002
100,135,2002
100,140,2002
100,200,2002
100,220,2002
100,255,2002
100,365,2002
100,710,2002
100,740,2002
101,2,2002
101,100,2002
101,110,2002
101,140,2002
101,200,2002
101,220,2002
101,255,2002
101,365,2002
101,710,2002
101,740,2002
110,2,2002
110,101,2002
110,115,2002
110,140,2002
110,200,2002
110,220,2002
110,255,2002
110,365,2002
110,710,2002
110,740,2002
115,2,2002
115,110,2002
115,140,2002
115,200,2002
115,220,2002
115,255,2002
115,365,2002
115,710,2002
115,740,2002
130,2,2002
130,100,2002
130,135,2002
130,200,2002
130,220,2002
130,255,2002
130,365,2002
130,710,2002
130,740,2002
135,2,2002
135,100,2002
135,130,2002
135,140,2002
135,145,2002
135,155,2002
135,200,2002
135,220,2002
135,255,2002
135,365,2002
135,710,2002
135,740,2002
140,2,2002
140,100,2002
140,101,2002
140,110,2002
140,115,2002
140,135,2002
140,145,2002
140,150,2002
140,160,2002
140,165,2002
140,200,2002
140,220,2002
140,255,2002
140,365,2002
140,710,2002
140,740,2002
145,2,2002
145,135,2002
145,140,2002
145,150,2002
145,155,2002
145,160,2002
145,200,2002
145,220,2002
145,255,2002
145,365,2002
145,710,2002
145,740,2002
150,2,2002
150,140,2002
150,145,2002
150,160,2002
150,200,2002
150,220,2002
150,255,2002
150,365,2002
150,710,2002
150,740,2002
155,2,2002
155,135,2002
155,145,2002
155,160,2002
155,200,2002
155,220,2002
155,255,2002
155,365,2002
155,710,2002
155,740,2002
160,2,2002
160,140,2002
160,145,2002
160,150,2002
160,155,2002
160,165,2002
160,200,2002
160,220,2002
160,255,2002
160,365,2002
160,710,2002
160,740,2002
165,2,2002
165,140,2002
165,160,2002
165,200,2002
165,220,2002
165,255,2002
165,365,2002
165,710,2002
165,740,2002
200,2,2002
200,20,2002
200,31,2002
200,40,2002
200,41,2002
200,42,2002
200,51,2002
200,52,2002
200,53,2002
200,54,2002
200,55,2002
200,56,2002
200,57,2002
200,58,2002
200,60,2002
200,70,2002
200,80,2002
200,90,2002
200,91,2002
200,92,2002
200,93,2002
200,94,2002
200,95,2002
200,100,2002
200,101,2002
200,110,2002
200,115,2002
200,130,2002
200,135,2002
200,140,2002
200,145,2002
200,150,2002
200,155,2002
200,160,2002
200,165,2002
200,205,2002
200,210,2002
200,211,2002
200,212,2002
200,220,2002
200,221,2002
200,223,2002
200,225,2002
200,230,2002
200,232,2002
200,235,2002
200,255,2002
200,290,2002
200,305,2002
200,310,2002
200,316,2002
200,317,2002
200,325,2002
200,331,2002
200,338,2002
200,339,2002
200,343,2002
200,344,2002
200,345,2002
200,346,2002
200,349,2002
200,350,2002
200,352,2002
200,355,2002
200,359,2002
200,360,2002
200,365,2002
200,366,2002
200,367,2002
200,368,2002
200,369,2002
200,370,2002
200,371,2002
200,372,2002
200,373,2002
200,375,2002
200,380,2002
200,385,2002
200,390,2002
200,395,2002
200,402,2002
200,403,2002
200,404,2002
200,411,2002
200,420,2002
200,432,2002
200,433,2002
200,434,2002
200,435,2002
200,436,2002
200,437,2002
200,438,2002
200,439,2002
200,450,2002
200,451,2002
200,452,2002
200,461,2002
200,471,2002
200,475,2002
200,481,2002
200,482,2002
200,483,2002
200,484,2002
200,490,2002
200,500,2002
200,501,2002
200,510,2002
200,516,2002
200,517,2002
200,520,2002
200,522,2002
200,530,2002
200,531,2002
200,540,2002
200,541,2002
200,551,2002
200,552,2002
200,553,2002
200,560,2002
200,565,2002
200,570,2002
200,571,2002
200,572,2002
200,580,2002
200,581,2002
200,590,2002
200,591,2002
200,600,2002
200,615,2002
200,616,2002
200,620,2002
200,625,2002
200,630,2002
200,640,2002
200,645,2002
200,651,2002
200,652,2002
200,660,2002
200,663,2002
200,666,2002
200,670,2002
200,679,2002
200,690,2002
200,692,2002
200,694,2002
200,696,2002
200,698,2002
200,700,2002
200,701,2002
200,702,2002
200,703,2002
200,704,2002
200,705,2002
200,710,2002
200,712,2002
200,713,2002
200,731,2002
200,732,2002
200,740,2002
200,750,2002
200,760,2002
200,770,2002
200,771,2002
200,775,2002
200,780,2002
200,781,2002
200,790,2002
200,800,2002
200,811,2002
200,812,2002
200,816,2002
200,820,2002
200,830,2002
200,835,2002
200,840,2002
200,850,2002
200,860,2002
200,900,2002
200,910,2002
200,920,2002
200,935,2002
200,940,2002
200,946,2002
200,947,2002
200,950,2002
200,955,2002
200,970,2002
200,983,2002
200,986,2002
200,987,2002
200,990,2002
205,2,2002
205,200,2002
205,220,2002
205,255,2002
205,365,2002
205,710,2002
205,740,2002
210,2,2002
210,200,2002
210,211,2002
210,220,2002
210,255,2002
210,365,2002
210,710,2002
210,740,2002
211,2,2002
211,200,2002
211,210,2002
211,212,2002
211,220,2002
211,255,2002
211,365,2002
211,710,2002
211,740,2002
212,2,2002
212,200,2002
212,211,2002
212,220,2002
212,255,2002
212,365,2002
212,710,2002
212,740,2002
220,2,2002
220,20,2002
220,31,2002
220,40,2002
220,41,2002
220,42,2002
220,51,2002
220,52,2002
220,53,2002
220,54,2002
220,55,2002
220,56,2002
220,57,2002
220,58,2002
220,60,2002
220,70,2002
220,80,2002
220,90,2002
220,91,2002
220,92,2002
220,93,2002
220,94,2002
220,95,2002
220,100,2002
220,101,2002
220,110,2002
220,115,2002
220,130,2002
220,135,2002
220,140,2002
220,145,2002
220,150,2002
220,155,2002
220,160,2002
220,165,2002
220,200,2002
220,205,2002
220,210,2002
220,211,2002
220,212,2002
220,221,2002
220,223,2002
220,225,2002
220,230,2002
220,232,2002
220,235,2002
220,255,2002
220,290,2002
220,305,2002
220,310,2002
220,316,2002
220,317,2002
220,325,2002
220,331,2002
220,338,2002
220,339,2002
220,343,2002
220,344,2002
220,345,2002
220,346,2002
220,349,2002
220,350,2002
220,352,2002
220,355,2002
220,359,2002
220,360,2002
220,365,2002
220,366,2002
220,367,2002
220,368,2002
220,369,2002
220,370,2002
220,371,2002
220,372,2002
220,373,2002
220,375,2002
220,380,2002
220,385,2002
220,390,2002
220,395,2002
220,402,2002
220,403,2002
220,404,2002
220,411,2002
220,420,2002
220,432,2002
220,433,2002
220,434,2002
220,435,2002
220,436,2002
220,437,2002
220,438,2002
220,439,2002
220,450,2002
220,451,2002
220,452,2002
220,461,2002
220,471,2002
220,475,2002
220,481,2002
220,482,2002
220,483,2002
220,484,2002
220,490,2002
220,500,2002
220,501,2002
220,510,2002
220,516,2002
220,517,2002
220,520,2002
220,522,2002
220,530,2002
220,531,2002
220,540,2002
220,541,2002
220,551,2002
220,552,2002
220,553,2002
220,560,2002
220,565,2002
220,570,2002
220,571,2002
220,572,2002
220,580,2002
220,581,2002
220,590,2002
220,591,2002
220,600,2002
220,615,2002
220,616,2002
220,620,2002
220,625,2002
220,630,2002
220,640,2002
220,645,2002
220,651,2002
220,652,2002
220,660,2002
220,663,2002
220,666,2002
220,670,2002
220,679,2002
220,690,2002
220,692,2002
220,694,2002
220,696,2002
220,698,2002
220,700,2002
220,701,2002
220,702,2002
220,703,2002
220,704,2002
220,705,2002
220,710,2002
220,712,2002
220,713,2002
220,731,2002
220,732,2002
220,740,2002
220,750,2002
220,760,2002
220,770,2002
220,771,2002
220,775,2002
220,780,2002
220,781,2002
220,790,2002
220,800,2002
220,811,2002
220,812,2002
220,816,2002
220,820,2002
220,830,2002
220,835,2002
220,840,2002
220,850,2002
220,860,2002
220,900,2002
220,910,2002
220,920,2002
220,935,2002
220,940,2002
220,946,2002
220,947,2002
220,950,2002
220,955,2002
220,970,2002
220,983,2002
220,986,2002
220,987,2002
220,990,2002
221,2,2002
221,200,2002
221,220,2002
221,255,2002
221,365,2002
221,710,2002
221,740,2002
223,2,2002
223,200,2002
223,220,2002
223,225,2002
223,255,2002
223,305,2002
223,365,2002
223,710,2002
223,740,2002
225,2,2002
225,200,2002
225,220,2002
225,223,2002
225,255,2002
225,305,2002
225,325,2002
225,365,2002
225,710,2002
225,740,2002
230,2,2002
230,200,2002
230,220,2002
230,232,2002
230,235,2002
230,255,2002
230,365,2002
230,600,2002
230,710,2002
230,740,2002
232,2,2002
232,200,2002
232,220,2002
232,230,2002
232,255,2002
232,365,2002
232,710,2002
232,740,2002
235,2,2002
235,200,2002
235,220,2002
235,230,2002
235,255,2002
235,365,2002
235,710,2002
235,740,2002
255,2,2002
255,20,2002
255,31,2002
255,40,2002
255,41,2002
255,42,2002
255,51,2002
255,52,2002
255,53,2002
255,54,2002
255,55,2002
255,56,2002
255,57,2002
255,58,2002
255,60,2002
255,70,2002
255,80,2002
255,90,2002
255,91,2002
255,92,2002
255,93,2002
255,94,2002
255,95,2002
255,100,2002
255,101,2002
255,110,2002
255,115,2002
255,130,2002
255,135,2002
255,140,2002
255,145,2002
255,150,2002
255,155,2002
255,160,2002
255,165,2002
255,200,2002
255,205,2002
255,210,2002
255,211,2002
255,212,2002
255,220,2002
255,221,2002
255,223,2002
255,225,2002
255,230,2002
255,232,2002
255,235,2002
255,290,2002
255,305,2002
255,310,2002
255,316,2002
255,317,2002
255,325,2002
255,331,2002
255,338,2002
255,339,2002
255,343,2002
255,344,2002
255,345,2002
255,346,2002
255,349,2002
255,350,2002
255,352,2002
255,355,2002
255,359,2002
255,360,2002
255,365,2002
255,366,2002
255,367,2002
255,368,2002
255,369,2002
255,370,2002
255,371,2002
255,372,2002
255,373,2002
255,375,2002
255,380,2002
255,385,2002
255,390,2002
255,395,2002
255,402,2002
255,403,2002
255,404,2002
255,411,2002
255,420,2002
255,432,2002
255,433,2002
255,434,2002
255,435,2002
255,436,2002
255,437,2002
255,438,2002
255,439,2002
255,450,2002
255,451,2002
255,452,2002
255,461,2002
255,471,2002
255,475,2002
255,481,2002
255,482,2002
255,483,2002
255,484,2002
255,490,2002
255,500,2002
255,501,2002
255,510,2002
255,516,2002
255,517,2002
255,520,2002
255,522,2002
255,530,2002
255,531,2002
255,540,2002
255,541,2002
255,551,2002
255,552,2002
255,553,2002
255,560,2002
255,565,2002
255,570,2002
255,571,2002
255,572,2002
255,580,2002
255,581,2002
255,590,2002
255,591,2002
255,600,2002
255,615,2002
255,616,2002
255,620,2002
255,625,2002
255,630,2002
255,640,2002
255,645,2002
255,651,2002
255,652,2002
255,660,2002
255,663,2002
255,666,2002
255,670,2002
255,679,2002
255,690,2002
255,692,2002
255,694,2002
255,696,2002
255,698,2002
255,700,2002
255,701,2002
255,702,2002
255,703,2002
255,704,2002
255,705,2002
255,710,2002
255,712,2002
255,713,2002
255,731,2002
255,732,2002
255,740,2002
255,750,2002
255,760,2002
255,770,2002
255,771,2002
255,775,2002
255,780,2002
255,781,2002
255,790,2002
255,800,2002
255,811,2002
255,812,2002
255,816,2002
255,820,2002
255,830,2002
255,835,2002
255,840,2002
255,850,2002
255,860,2002
255,900,2002
255,910,2002
255,920,2002
255,935,2002
255,940,2002
255,946,2002
255,947,2002
255,950,2002
255,955,2002
255,970,2002
255,983,2002
255,986,2002
255,987,2002
255,990,2002
290,2,2002
290,200,2002
290,220,2002
290,255,2002
290,316,2002
290,317,2002
290,365,2002
290,368,2002
290,369,2002
290,370,2002
290,710,2002
290,740,2002
305,2,2002
305,200,2002
305,220,2002
305,223,2002
305,225,2002
305,255,2002
305,310,2002
305,316,2002
305,317,2002
305,325,2002
305,349,2002
305,365,2002
305,710,2002
305,740,2002
310,2,2002
310,200,2002
310,220,2002
310,255,2002
310,305,2002
310,317,2002
310,344,2002
310,345,2002
310,349,2002
310,360,2002
310,365,2002
310,369,2002
310,710,2002
310,740,2002
316,2,2002
316,200,2002
316,220,2002
316,255,2002
316,290,2002
316,305,2002
316,317,2002
316,365,2002
316,710,2002
316,740,2002
317,2,2002
317,200,2002
317,220,2002
317,255,2002
317,290,2002
317,305,2002
317,310,2002
317,316,2002
317,365,2002
317,369,2002
317,710,2002
317,740,2002
325,2,2002
325,200,2002
325,220,2002
325,225,2002
325,255,2002
325,305,2002
325,331,2002
325,349,2002
325,365,2002
325,710,2002
325,740,2002
331,2,2002
331,200,2002
331,220,2002
331,255,2002
331,325,2002
331,365,2002
331,710,2002
331,740,2002
338,2,2002
338,200,2002
338,220,2002
338,255,2002
338,365,2002
338,710,2002
338,740,2002
339,2,2002
339,200,2002
339,220,2002
339,255,2002
339,343,2002
339,345,2002
339,350,2002
339,365,2002
339,710,2002
339,740,2002
343,2,2002
343,200,2002
343,220,2002
343,255,2002
343,339,2002
343,345,2002
343,350,2002
343,355,2002
343,365,2002
343,710,2002
343,740,2002
344,2,2002
344,200,2002
344,220,2002
344,255,2002
344,310,2002
344,345,2002
344,346,2002
344,349,2002
344,365,2002
344,710,2002
344,740,2002
345,2,2002
345,200,2002
345,220,2002
345,255,2002
345,310,2002
345,339,2002
345,343,2002
345,344,2002
345,346,2002
345,355,2002
345,360,2002
345,365,2002
345,710,2002
345,740,2002
346,2,2002
346,200,2002
346,220,2002
346,255,2002
346,344,2002
346,345,2002
346,365,2002
346,710,2002
346,740,2002
349,2,2002
349,200,2002
349,220,2002
349,255,2002
349,305,2002
349,310,2002
349,325,2002
349,344,2002
349,365,2002
349,710,2002
349,740,2002
350,2,2002
350,200,2002
350,220,2002
350,255,2002
350,339,2002
350,343,2002
350,355,2002
350,365,2002
350,640,2002
350,710,2002
350,740,2002
352,2,2002
352,200,2002
352,220,2002
352,255,2002
352,365,2002
352,640,2002
352,710,2002
352,740,2002
355,2,2002
355,200,2002
355,220,2002
355,255,2002
355,343,2002
355,345,2002
355,350,2002
355,360,2002
355,365,2002
355,640,2002
355,710,2002
355,740,2002
359,2,2002
359,200,2002
359,220,2002
359,255,2002
359,360,2002
359,365,2002
359,369,2002
359,710,2002
359,740,2002
360,2,2002
360,200,2002
360,220,2002
360,255,2002
360,310,2002
360,345,2002
360,355,2002
360,359,2002
360,365,2002
360,369,2002
360,710,2002
360,740,2002
365,2,2002
365,20,2002
365,31,2002
365,40,2002
365,41,2002
365,42,2002
365,51,2002
365,52,2002
365,53,2002
365,54,2002
365,55,2002
365,56,2002
365,57,2002
365,58,2002
365,60,2002
365,70,2002
365,80,2002
365,90,2002
365,91,2002
365,92,2002
365,93,2002
365,94,2002
365,95,2002
365,100,2002
365,101,2002
365,110,2002
365,115,2002
365,130,2002
365,135,2002
365,140,2002
365,145,2002
365,150,2002
365,155,2002
365,160,2002
365,165,2002
365,200,2002
365,205,2002
365,210,2002
365,211,2002
365,212,2002
365,220,2002
365,221,2002
365,223,2002
365,225,2002
365,230,2002
365,232,2002
365,235,2002
365,255,2002
365,290,2002
365,305,2002
365,310,2002
365,316,2002
365,317,2002
365,325,2002
365,331,2002
365,338,2002
365,339,2002
365,343,2002
365,344,2002
365,345,2002
365,346,2002
365,349,2002
365,350,2002
365,352,2002
365,355,2002
365,359,2002
365,360,2002
365,366,2002
365,367,2002
365,368,2002
365,369,2002
365,370,2002
365,371,2002
365,372,2002
365,373,2002
365,375,2002
365,380,2002
365,385,2002
365,390,2002
365,395,2002
365,402,2002
365,403,2002
365,404,2002
365,411,2002
365,420,2002
365,432,2002
365,433,2002
365,434,2002
365,435,2002
365,436,2002
365,437,2002
365,438,2002
365,439,2002
365,450,2002
365,451,2002
365,452,2002
365,461,2002
365,471,2002
365,475,2002
365,481,2002
365,482,2002
365,483,2002
365,484,2002
365,490,2002
365,500,2002
365,501,2002
365,510,2002
365,516,2002
365,517,2002
365,520,2002
365,522,2002
365,530,2002
365,531,2002
365,540,2002
365,541,2002
365,551,2002
365,552,2002
365,553,2002
365,560,2002
365,565,2002
365,570,2002
365,571,2002
365,572,2002
365,580,2002
365,581,2002
365,590,2002
365,591,2002
365,600,2002
365,615,2002
365,616,2002
365,620,2002
365,625,2002
365,630,2002
365,640,2002
365,645,2002
365,651,2002
365,652,2002
365,660,2002
365,663,2002
365,666,2002
365,670,2002
365,679,2002
365,690,2002
365,692,2002
365,694,2002
365,696,2002
365,698,2002
365,700,2002
365,701,2002
365,702,2002
365,703,2002
365,704,2002
365,705,2002
365,710,2002
365,712,2002
365,713,2002
365,731,2002
365,732,2002
365,740,2002
365,750,2002
365,760,2002
365,770,2002
365,771,2002
365,775,2002
365,780,2002
365,781,2002
365,790,2002
365,800,2002
365,811,2002
365,812,2002
365,816,2002
365,820,2002
365,830,2002
365,835,2002
365,840,2002
365,850,2002
365,860,2002
365,900,2002
365,910,2002
365,920,2002
365,935,2002
365,940,2002
365,946,2002
365,947,2002
365,950,2002
365,955,2002
365,970,2002
365,983,2002
365,986,2002
365,987,2002
365,990,2002
366,2,2002
366,200,2002
366,220,2002
366,255,2002
366,365,2002
366,367,2002
366,710,2002
366,740,2002
367,2,2002
367,200,2002
367,220,2002
367,255,2002
367,365,2002
367,366,2002
367,368,2002
367,370,2002
367,710,2002
367,740,2002
368,2,2002
368,200,2002
368,220,2002
368,255,2002
368,290,2002
368,365,2002
368,367,2002
368,370,2002
368,710,2002
368,740,2002
369,2,2002
369,200,2002
369,220,2002
369,255,2002
369,290,2002
369,310,2002
369,317,2002
369,359,2002
369,360,2002
369,365,2002
369,370,2002
369,710,2002
369,740,2002
370,2,2002
370,200,2002
370,220,2002
370,255,2002
370,290,2002
370,365,2002
370,367,2002
370,368,2002
370,369,2002
370,710,2002
370,740,2002
371,2,2002
371,200,2002
371,220,2002
371,255,2002
371,365,2002
371,372,2002
371,373,2002
371,630,2002
371,640,2002
371,710,2002
371,740,2002
372,2,2002
372,200,2002
372,220,2002
372,255,2002
372,365,2002
372,371,2002
372,373,2002
372,640,2002
372,710,2002
372,740,2002
373,2,2002
373,200,2002
373,220,2002
373,255,2002
373,365,2002
373,371,2002
373,372,2002
373,630,2002
373,640,2002
373,710,2002
373,740,2002
375,2,2002
375,200,2002
375,220,2002
375,255,2002
375,365,2002
375,380,2002
375,385,2002
375,710,2002
375,740,2002
380,2,2002
380,200,2002
380,220,2002
380,255,2002
380,365,2002
380,375,2002
380,385,2002
380,710,2002
380,740,2002
385,2,2002
385,200,2002
385,220,2002
385,255,2002
385,365,2002
385,375,2002
385,380,2002
385,710,2002
385,740,2002
390,2,2002
390,200,2002
390,220,2002
390,255,2002
390,365,2002
390,710,2002
390,740,2002
395,2,2002
395,200,2002
395,220,2002
395,255,2002
395,365,2002
395,710,2002
395,740,2002
402,2,2002
402,200,2002
402,220,2002
402,255,2002
402,365,2002
402,710,2002
402,740,2002
403,2,2002
403,200,2002
403,220,2002
403,255,2002
403,365,2002
403,710,2002
403,740,2002
404,2,2002
404,200,2002
404,220,2002
404,255,2002
404,365,2002
404,433,2002
404,438,2002
404,710,2002
404,740,2002
411,2,2002
411,200,2002
411,220,2002
411,255,2002
411,365,2002
411,471,2002
411,481,2002
411,710,2002
411,740,2002
420,2,2002
420,200,2002
420,220,2002
420,255,2002
420,365,2002
420,433,2002
420,710,2002
420,740,2002
432,2,2002
432,200,2002
432,220,2002
432,255,2002
432,365,2002
432,433,2002
432,435,2002
432,436,2002
432,437,2002
432,438,2002
432,439,2002
432,615,2002
432,710,2002
432,740,2002
433,2,2002
433,200,2002
433,220,2002
433,255,2002
433,365,2002
433,404,2002
433,420,2002
433,432,2002
433,435,2002
433,438,2002
433,710,2002
433,740,2002
434,2,2002
434,200,2002
434,220,2002
434,255,2002
434,365,2002
434,436,2002
434,439,2002
434,461,2002
434,475,2002
434,710,2002
434,740,2002
435,2,2002
435,200,2002
435,220,2002
435,255,2002
435,365,2002
435,432,2002
435,433,2002
435,600,2002
435,615,2002
435,710,2002
